whaleSharkID,Total Occurrences,organismID,identificationID,Oldest Occurrence,Newest Occurrence,HUMAN_OBSERVATION,MACHINE_OBSERVATION,sex,lifeStage (year),continent (year),publishingCountry (year),country (year),stateProvince - verbatimLocality (month year),occurrenceRemarks (eventDate),lat:decimalLatitude long:decimalLongitude (eventDate),"imageURL (license, creator)"
551619319,1,,551619319,2023-06-22,2023-06-22,1,0,Unknown,Unknown (2023),North America (2023),Mexico (2023),Mexico (2023),Unknown,Alimentándose (2023-06-22),lat:21.651255 long:-86.963197 (Gulf of Mexico 2023-06-22),"https://inaturalist-open-data.s3.amazonaws.com/photos/440927985/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: e_osuna), https://inaturalist-open-data.s3.amazonaws.com/photos/440927967/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: e_osuna), https://inaturalist-open-data.s3.amazonaws.com/photos/440927944/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: e_osuna)"
628358744,1,,628358744,2023-06-20,2023-06-20,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Unknown,Unknown,lat:21.775168 long:-86.734332 (Gulf of Mexico 2023-06-20),"https://inaturalist-open-data.s3.amazonaws.com/photos/501543360/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Lukas Polzin), https://inaturalist-open-data.s3.amazonaws.com/photos/501543397/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Lukas Polzin), https://inaturalist-open-data.s3.amazonaws.com/photos/501543430/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Lukas Polzin)"
378573811,1,,378573811,2023-06-25,2023-06-25,1,0,Unknown,Unknown (2023),Oceania (2023),United States (2023),New Caledonia (2023),Unknown,Unknown,lat:-22.271025 long:166.055174 (Unknown 2023-06-25),"https://inaturalist-open-data.s3.amazonaws.com/photos/293578842/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Pauline Fey)"
651270289,1,,651270289,2023-06-09,2023-06-09,1,0,Unknown,Unknown (2023),Oceania (2023),Australia (2023),Australia (2023),"Western Australia - Exmouth, AU-WA, AU (Jun 2023)",Unknown,lat:-21.844436 long:114.067956 (Unknown 2023-06-09),"https://inaturalist-open-data.s3.amazonaws.com/photos/523330420/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: shazandhaz)"
682806664,1,,682806664,2023-06-01,2023-06-01,1,0,Unknown,Unknown (2023),Oceania (2023),Australia (2023),Australia (2023),"Western Australia - Western Australia, AU (Jun 2023)",Unknown,lat:-21.979777 long:113.951159 (Unknown 2023-06-01),"https://inaturalist-open-data.s3.amazonaws.com/photos/553448882/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: scenko)"
381241775,1,,381241775,2023-07-02,2023-07-02,1,0,Unknown,Adult (2023),Africa (2023),Australia (2023),Mozambique (2023),Inhambane - Mozambique (Jul 2023),Unknown,lat:-23.849874 long:35.43115 (Agulhas Current 2023-07-02),"https://inaturalist-open-data.s3.amazonaws.com/photos/296034912/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Tricia Stewart), https://inaturalist-open-data.s3.amazonaws.com/photos/296034848/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Tricia Stewart), https://inaturalist-open-data.s3.amazonaws.com/photos/296033748/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Tricia Stewart)"
381477193,1,,381477193,2023-07-02,2023-07-02,1,0,Unknown,Adult (2023),North America (2023),Mexico (2023),Mexico (2023),"Baja California - Bahía de Los Angeles, MX (Jul 2023)",Unknown,lat:28.890555 long:-113.504455 (Unknown 2023-07-02),"https://inaturalist-open-data.s3.amazonaws.com/photos/296270563/original.jpg (license: CC BY [Attribution], creator: Sula Vanderplank), https://inaturalist-open-data.s3.amazonaws.com/photos/296270545/original.jpg (license: CC BY [Attribution], creator: Sula Vanderplank)"
384365573,1,,384365573,2023-07-09,2023-07-09,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Unknown,Unknown,lat:21.787909 long:-87.004424 (Gulf of Mexico 2023-07-09),"https://inaturalist-open-data.s3.amazonaws.com/photos/298937087/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Marjolein Vereijken), https://inaturalist-open-data.s3.amazonaws.com/photos/298937053/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Marjolein Vereijken), https://inaturalist-open-data.s3.amazonaws.com/photos/298937129/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Marjolein Vereijken)"
384488791,1,,384488791,2023-07-06,2023-07-06,1,0,Unknown,Unknown (2023),South America (2023),United States (2023),Ecuador (2023),Manabi - Ecuador (Jul 2023),Unknown,lat:-1.320949 long:-81.040742 (Pacific Central-American Coastal 2023-07-06),"https://inaturalist-open-data.s3.amazonaws.com/photos/299040599/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Paul Sorensen)"
385166599,1,,385166599,2023-07-11,2023-07-11,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Quintana Roo - Isla Mujeres (Jul 2023),Unknown,lat:21.236693 long:-86.735768 (Caribbean Sea 2023-07-11),"https://inaturalist-open-data.s3.amazonaws.com/photos/301679898/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Justin Walker), https://inaturalist-open-data.s3.amazonaws.com/photos/301679925/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Justin Walker), https://inaturalist-open-data.s3.amazonaws.com/photos/301679878/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Justin Walker), https://inaturalist-open-data.s3.amazonaws.com/photos/301679850/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Justin Walker), https://inaturalist-open-data.s3.amazonaws.com/photos/301679828/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Justin Walker)"
384902403,1,,384902403,2023-07-11,2023-07-11,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Quintana Roo - Isla Mujeres (Jul 2023),Unknown,lat:21.236693 long:-86.735768 (Caribbean Sea 2023-07-11),"https://inaturalist-open-data.s3.amazonaws.com/photos/299654947/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Justin Walker), https://inaturalist-open-data.s3.amazonaws.com/photos/299654929/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Justin Walker)"
384952267,1,,384952267,2023-07-11,2023-07-11,1,0,Unknown,Unknown (2023),Oceania (2023),United States (2023),Australia (2023),Unknown,Unknown,lat:-21.662074 long:114.113003 (Northwest Australian Shelf 2023-07-11),"https://inaturalist-open-data.s3.amazonaws.com/photos/299462202/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Henry Cooper), https://inaturalist-open-data.s3.amazonaws.com/photos/299461245/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Henry Cooper), https://inaturalist-open-data.s3.amazonaws.com/photos/299462078/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Henry Cooper), https://inaturalist-open-data.s3.amazonaws.com/photos/299461751/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Henry Cooper), https://inaturalist-open-data.s3.amazonaws.com/photos/299461702/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Henry Cooper), https://inaturalist-open-data.s3.amazonaws.com/photos/299461889/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Henry Cooper)"
386915607,1,,386915607,2023-07-14,2023-07-14,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Baja California - Mexico (Jul 2023),Unknown,lat:28.899908 long:-113.490311 (Gulf of California 2023-07-14),"https://inaturalist-open-data.s3.amazonaws.com/photos/303837275/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: axioslex), https://inaturalist-open-data.s3.amazonaws.com/photos/301236886/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: axioslex), https://inaturalist-open-data.s3.amazonaws.com/photos/301236834/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: axioslex)"
387416311,1,,387416311,2023-07-11,2023-07-11,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Quintana Roo - Isla Mujeres (Jul 2023),Unknown,lat:21.236693 long:-86.735768 (Caribbean Sea 2023-07-11),"https://inaturalist-open-data.s3.amazonaws.com/photos/301680034/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Justin Walker), https://inaturalist-open-data.s3.amazonaws.com/photos/301679951/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Justin Walker)"
388745002,1,,388745002,2023-07-22,2023-07-22,1,0,Unknown,Unknown (2023),North America (2023),Mexico (2023),Mexico (2023),Unknown,Unknown,lat:21.298125 long:-86.766636 (Caribbean Sea 2023-07-22),"https://inaturalist-open-data.s3.amazonaws.com/photos/303131776/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Martin Gil Gallo), https://inaturalist-open-data.s3.amazonaws.com/photos/302856408/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Martin Gil Gallo)"
390215462,1,,390215462,2023-07-17,2023-07-17,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Unknown,Unknown,lat:21.074986 long:-86.24148 (Caribbean Sea 2023-07-17),"https://inaturalist-open-data.s3.amazonaws.com/photos/304180033/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: jenarricale), https://inaturalist-open-data.s3.amazonaws.com/photos/304180012/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: jenarricale)"
391229543,1,,391229543,2023-07-28,2023-07-28,1,0,Unknown,Unknown (2023),Asia (2023),United Kingdom (2023),Philippines (2023),Cebu - Philippines (Jul 2023),Unknown,lat:9.542546 long:123.246409 (Sulu-Celebes Sea 2023-07-28),"https://inaturalist-open-data.s3.amazonaws.com/photos/305036541/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Brendan), https://inaturalist-open-data.s3.amazonaws.com/photos/305036519/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Brendan), https://inaturalist-open-data.s3.amazonaws.com/photos/305036504/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Brendan)"
391250020,1,,391250020,2023-07-28,2023-07-28,1,0,Unknown,Unknown (2023),Asia (2023),United Kingdom (2023),Philippines (2023),Cebu - Philippines (Jul 2023),Unknown,lat:9.556598 long:123.299602 (Sulu-Celebes Sea 2023-07-28),"https://inaturalist-open-data.s3.amazonaws.com/photos/305042291/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: justolivr), https://inaturalist-open-data.s3.amazonaws.com/photos/305036081/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: justolivr), https://inaturalist-open-data.s3.amazonaws.com/photos/305042306/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: justolivr)"
390374150,1,,390374150,2023-07-25,2023-07-25,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Unknown,Unknown,lat:21.222053 long:-86.766691 (Caribbean Sea 2023-07-25),"https://inaturalist-open-data.s3.amazonaws.com/photos/304315200/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Saunders Drukker)"
394791376,1,,394791376,2023-07-24,2023-07-24,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Unknown,Unknown,lat:21.462749 long:-86.442552 (Caribbean Sea 2023-07-24),"https://inaturalist-open-data.s3.amazonaws.com/photos/308206744/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: cleeb)"
396716103,1,,396716103,2023-07-25,2023-07-25,1,0,Unknown,Unknown (2023),Oceania (2023),Australia (2023),Australia (2023),"Western Australia - Ningaloo, AU-WA, AU (Jul 2023)",Unknown,lat:-21.922111 long:113.961647 (Northwest Australian Shelf 2023-07-25),"https://inaturalist-open-data.s3.amazonaws.com/photos/309921074/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: greg012345), https://inaturalist-open-data.s3.amazonaws.com/photos/309921029/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: greg012345), https://inaturalist-open-data.s3.amazonaws.com/photos/309921041/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: greg012345), https://inaturalist-open-data.s3.amazonaws.com/photos/309920983/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: greg012345)"
398680608,1,,398680608,2023-07-07,2023-07-07,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),"Quintana Roo - Cancún, Quintana Roo, Mexico (Jul 2023)",Unknown,lat:21.285472 long:-86.779311 (Caribbean Sea 2023-07-07),"https://inaturalist-open-data.s3.amazonaws.com/photos/311526632/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Aquaadeventures), https://inaturalist-open-data.s3.amazonaws.com/photos/311526622/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Aquaadeventures), https://inaturalist-open-data.s3.amazonaws.com/photos/311526623/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Aquaadeventures), https://inaturalist-open-data.s3.amazonaws.com/photos/311526631/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Aquaadeventures), https://inaturalist-open-data.s3.amazonaws.com/photos/311526644/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Aquaadeventures)"
434392249,1,,434392249,2023-07-17,2023-07-17,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Unknown,Unknown,lat:22.043523 long:-86.006512 (Caribbean Sea 2023-07-17),"https://inaturalist-open-data.s3.amazonaws.com/photos/340410135/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: sashal03)"
434391715,1,,434391715,2023-07-17,2023-07-17,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Unknown,Unknown,lat:22.667862 long:-86.307463 (Gulf of Mexico 2023-07-17),"https://inaturalist-open-data.s3.amazonaws.com/photos/340409592/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: sashal03)"
448338213,1,,448338213,2023-07-15,2023-07-15,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Philippines (2023),Cebu - Philippines (Jul 2023),Unknown,lat:9.544678 long:123.266128 (Sulu-Celebes Sea 2023-07-15),"https://inaturalist-open-data.s3.amazonaws.com/photos/349450525/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Andy)"
534462282,1,,534462282,2023-07-27,2023-07-27,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),"Quintana Roo - Avenida la Luna, Cancún, Q. Roo., MX (Jul 2023)",Unknown,lat:21.121398 long:-86.855876 (Unknown 2023-07-27),"https://inaturalist-open-data.s3.amazonaws.com/photos/424236731/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: kristinstaples)"
716258386,1,,716258386,2023-07-06,2023-07-06,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Philippines (2023),Cebu - Philippines (Jul 2023),Unknown,lat:9.522281 long:123.536685 (Sulu-Celebes Sea 2023-07-06),"https://inaturalist-open-data.s3.amazonaws.com/photos/583575081/original.jpg (license: CC BY [Attribution], creator: Jacob She)"
392873934,1,,392873934,2023-08-02,2023-08-02,1,0,Unknown,Unknown (2023),North America (2023),Mexico (2023),Mexico (2023),Unknown,Unknown,lat:21.482711 long:-86.412424 (Caribbean Sea 2023-08-02),"https://inaturalist-open-data.s3.amazonaws.com/photos/306516931/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Martin Gil Gallo), https://inaturalist-open-data.s3.amazonaws.com/photos/306516851/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Martin Gil Gallo), https://inaturalist-open-data.s3.amazonaws.com/photos/306516888/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Martin Gil Gallo)"
395148496,1,,395148496,2023-08-07,2023-08-07,1,0,Unknown,Unknown (2023),North America (2023),Mexico (2023),Mexico (2023),Unknown,Unknown,lat:21.475448 long:-86.376155 (Caribbean Sea 2023-08-07),"https://inaturalist-open-data.s3.amazonaws.com/photos/308503416/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Edwin L Hernández-Pérez)"
395721763,1,,395721763,2023-08-03,2023-08-03,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Saudi Arabia (2023),Unknown,Unknown,lat:27.881695 long:34.835984 (Red Sea 2023-08-03),"https://inaturalist-open-data.s3.amazonaws.com/photos/309006930/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/309006928/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/309006466/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/309006920/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/309006936/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook)"
